Date,Close,High,Low,Open,Volume
2025-06-04 13:30:00+00:00,464.920105,465.6400146,463.0201111,464,3207738
2025-06-04 14:30:00+00:00,464.631897,465.1499939,463.769989,464.9200134,1513356
2025-06-04 15:30:00+00:00,463.7600098,465.0899963,463.7399902,464.6600037,948127
2025-06-04 16:30:00+00:00,464.7000122,464.8200073,463.6650085,463.7399902,1090878
2025-06-04 17:30:00+00:00,464.7600098,465.1000061,464.1700134,464.6900024,767012
2025-06-04 18:30:00+00:00,464.3599854,464.8599854,463.8699951,464.7600098,1126226
2025-06-04 19:30:00+00:00,463.8890076,464.5499878,463.269989,464.3299866,1577754
2025-06-05 13:30:00+00:00,466.4049988,467.3599854,464.2900085,465,2472971
2025-06-05 14:30:00+00:00,467.6400146,467.8624878,464.5100098,466.3999939,1897334
2025-06-05 15:30:00+00:00,468.1849976,468.7492981,467.2399902,467.6600037,2364176
2025-06-05 16:30:00+00:00,467.2900085,468.480011,466.243103,468.1849976,1535482
2025-06-05 17:30:00+00:00,468.9616089,469.1350098,466.480011,467.2900085,1880216
2025-06-05 18:30:00+00:00,467.4299927,469.6499939,467.1099854,468.9450073,2292488
2025-06-05 19:30:00+00:00,467.6099854,469.3399963,466.7749939,467.5799866,2163465
2025-06-06 13:30:00+00:00,471.75,473.3349915,469.1300049,470.3099976,4469626
2025-06-06 14:30:00+00:00,470.6700134,472.3399963,469.5799866,471.8099976,1906767
2025-06-06 15:30:00+00:00,470.2149963,471.2250061,470.1000061,470.5499878,878376
2025-06-06 16:30:00+00:00,470.5950012,470.7200012,468.8099976,470.1700134,1037223
2025-06-06 17:30:00+00:00,471.230011,471.5400085,470.5599976,470.5799866,1217322
2025-06-06 18:30:00+00:00,470.4400024,471.8299866,470.3900146,471.230011,1274002
2025-06-06 19:30:00+00:00,470.1600037,471.0100098,470.0801086,470.4200134,1591511
2025-06-09 13:30:00+00:00,470.3699951,471.2250061,468.6199951,470.5350037,2649076
2025-06-09 14:30:00+00:00,470.1499939,471.0799866,469.7799988,470.4100037,1269282
2025-06-09 15:30:00+00:00,470.6900024,471.2000122,469.75,470.1600037,1545804
2025-06-09 16:30:00+00:00,472.3999939,472.5398865,470.6206055,470.7200012,1217422
2025-06-09 17:30:00+00:00,472.8967896,473.1000061,472.2999878,472.375,860448
2025-06-09 18:30:00+00:00,473.2474976,473.4299927,472.6200867,472.8900146,1198681
2025-06-09 19:30:00+00:00,472.7600098,473.4200134,472.2349854,473.2399902,2619291
2025-06-10 13:30:00+00:00,469.8699951,472.7999878,468.3301086,471.1849976,3430209
2025-06-10 14:30:00+00:00,469.0499878,469.8911133,468.2850037,469.8500061,1703557
2025-06-10 15:30:00+00:00,469.5118103,469.5700073,466.9599915,469.0400085,1550612
2025-06-10 16:30:00+00:00,469.4984131,470.1708984,469.2650146,469.5150146,896462
2025-06-10 17:30:00+00:00,468.2250061,469.5,467.9100037,469.4849854,967277
2025-06-10 18:30:00+00:00,470.25,470.6400146,468.2000122,468.2250061,1503425
2025-06-10 19:30:00+00:00,470.9299927,471.0299988,469.7099915,470.2650146,1910790
2025-06-11 13:30:00+00:00,474.6698914,474.9184875,469.6549988,470.1199951,3665319
2025-06-11 14:30:00+00:00,474.6849976,475.4599915,474.3742065,474.6906128,2017880
2025-06-11 15:30:00+00:00,474.0515137,474.9700012,473.2399902,474.7650146,1329456
2025-06-11 16:30:00+00:00,474.5715027,475.1900024,474.019989,474.0899963,1025939
2025-06-11 17:30:00+00:00,471.8500061,474.7799988,470.9500122,474.6000061,1334651
2025-06-11 18:30:00+00:00,472.1799927,472.9700012,471.3299866,471.7900085,1611717
2025-06-11 19:30:00+00:00,472.8999939,473,471.6900024,472.1700134,1634641
2025-06-12 13:30:00+00:00,476.519989,477.019989,472.6199951,475.019989,3515200
2025-06-12 14:30:00+00:00,476.9899902,478.0835876,475.7600098,476.5299988,1902830
2025-06-12 15:30:00+00:00,478.7000122,478.8150024,476.5799866,476.980011,1508095
2025-06-12 16:30:00+00:00,479.2868958,479.9899902,477.8349915,478.5299988,1871505
2025-06-12 17:30:00+00:00,479.4848938,480.1400146,479.1199951,479.2999878,1492085
2025-06-12 18:30:00+00:00,479.7399902,480.3999939,478.9899902,479.5,1846685
2025-06-12 19:30:00+00:00,479.0299988,479.7200012,477.9899902,479.7099915,2289477
2025-06-13 13:30:00+00:00,475.2200012,479.1799927,475.1300049,475.7650146,3739157
2025-06-13 14:30:00+00:00,476.394989,477.2200012,474.9500122,475.3450012,1731672
2025-06-13 15:30:00+00:00,477.1600037,478.0799866,475.730011,476.375,1275926
2025-06-13 16:30:00+00:00,475.5599976,477.3500061,475.4299927,477.1749878,1125014
2025-06-13 17:30:00+00:00,474.0499878,476.0400085,473.9017944,475.5100098,1322252
2025-06-13 18:30:00+00:00,474.2149963,474.7200012,472.7999878,474.0350037,1525556
2025-06-13 19:30:00+00:00,474.9599915,475.1799927,473.7000122,474.2349854,2676651
2025-06-16 13:30:00+00:00,480.0799866,480.6943054,476.5499878,478.1072998,4119214
2025-06-16 14:30:00+00:00,480.019989,480.4400024,479.2000122,480.0801086,1576924
2025-06-16 15:30:00+00:00,479.8299866,480.6499023,479.6300049,479.9700012,1158777
2025-06-16 16:30:00+00:00,480.120697,480.3192139,479.3999939,479.8999939,764530
2025-06-16 17:30:00+00:00,478.5799866,480.3099976,478.3800049,480.1700134,912368
2025-06-16 18:30:00+00:00,478.5400085,479,477.7627869,478.6124878,1193522
2025-06-16 19:30:00+00:00,479.0499878,479.3299866,477.9700012,478.5100098,2065086
2025-06-17 13:30:00+00:00,476.1499939,476.6099854,474.1000061,475.3500061,2755038
2025-06-17 14:30:00+00:00,476.8399963,477.1000061,475.4599915,476.1220093,1172110
2025-06-17 15:30:00+00:00,477.6799927,478.0400085,476.7348022,476.8399963,1186453
2025-06-17 16:30:00+00:00,476.6149902,478.7398987,476.6149902,477.6418152,1104756
2025-06-17 17:30:00+00:00,476.4350891,477.269989,475.3900146,476.5899963,1220898
2025-06-17 18:30:00+00:00,477.5650024,477.6400146,475.9949951,476.3299866,1049636
2025-06-17 19:30:00+00:00,478.0400085,478.6799927,477.3299866,477.6099854,2017897
2025-06-18 13:30:00+00:00,478.3649902,478.6499939,474.4599915,478,2656179
2025-06-18 14:30:00+00:00,478.8099976,479.4949951,477.3099976,478.3800049,1311040
2025-06-18 15:30:00+00:00,478.9899902,479.6900024,478.7799988,479.2200012,986629
2025-06-18 16:30:00+00:00,478.4299927,479.7999878,478.4299927,478.9700012,816997
2025-06-18 17:30:00+00:00,479.3150024,480.3399963,477.980011,478.4700012,1352118
2025-06-18 18:30:00+00:00,478.5400085,480.6700134,477.8500061,479.1950073,1689336
2025-06-18 19:30:00+00:00,480.2399902,481,478.3699951,478.5400085,2982104
2025-06-20 13:30:00+00:00,479.6000061,483.4400024,479.1400146,482.1000061,9570529
2025-06-20 14:30:00+00:00,479.8699951,480.730011,478.8999939,479.6199951,2405635
2025-06-20 15:30:00+00:00,479.7600098,481.0100098,479.3900146,479.8900146,2377744
2025-06-20 16:30:00+00:00,478.8599854,481.3599854,478.7999878,479.7000122,1642530
2025-06-20 17:30:00+00:00,478.7349854,479.1899109,478.1199951,478.8049927,1722341
2025-06-20 18:30:00+00:00,477.3500061,478.9400024,477.1499939,478.7950134,1317608
2025-06-20 19:30:00+00:00,477.2275085,478.769989,476.8699951,477.3900146,2905206
2025-06-23 13:30:00+00:00,475.6499939,476.8099976,472.5100098,474.8599854,3994341
2025-06-23 14:30:00+00:00,478.9849854,479.5400085,475.269989,475.6499939,2555313
2025-06-23 15:30:00+00:00,480.6199951,481.5799866,478.940094,478.9949951,2511957
2025-06-23 16:30:00+00:00,485.9049988,486.3200073,478.7000122,480.6000061,3477553
2025-06-23 17:30:00+00:00,486.769989,487.75,485.7940063,486.0350037,2640026
2025-06-23 18:30:00+00:00,486.4700012,487.4899902,485.161499,486.8099976,1904017
2025-06-23 19:30:00+00:00,485.9200134,487.0999146,485.5400085,486.4685059,2320956
2025-06-24 13:30:00+00:00,487.5450134,489.6600037,486.7950134,488.6300049,3369979
2025-06-24 14:30:00+00:00,490.4475098,490.5499878,487.4599915,487.5700073,2911520
2025-06-24 15:30:00+00:00,490.7000122,491.4899902,489.9400024,490.519989,2263085
2025-06-24 16:30:00+00:00,490.4700012,491.4100037,489.9400024,490.6600037,2121710
2025-06-24 17:30:00+00:00,491.2399902,491.848999,490.4200134,490.4500122,2371837
2025-06-24 18:30:00+00:00,490.8399963,491.2099915,490.3299866,491.2099915,1958058
2025-06-24 19:30:00+00:00,490.1199951,491.0700073,489.5100098,490.8200073,2808087
2025-06-25 13:30:00+00:00,493.5350037,494.555603,491.6099854,491.6099854,3820122
2025-06-25 14:30:00+00:00,492.5899963,493.9599915,492.4400024,493.6199951,1648889
2025-06-25 15:30:00+00:00,491.6149902,492.7099915,491.1499939,492.5700073,1207466
2025-06-25 16:30:00+00:00,490.6400146,491.6599121,490.1099854,491.6300049,1174224
2025-06-25 17:30:00+00:00,490.4797974,490.7999878,489.3900146,490.6099854,1147401
2025-06-25 18:30:00+00:00,491.1600037,491.5899963,490.0899963,490.480011,1691434
2025-06-25 19:30:00+00:00,492.4400024,492.4400024,490.9500122,491.1300049,2775326
2025-06-26 13:30:00+00:00,495.25,496.9599915,493.7650146,495.0899963,3604451
2025-06-26 14:30:00+00:00,493.2449951,495.9100037,492.9200134,495.25,1881445
2025-06-26 15:30:00+00:00,493.8699951,494.6000061,493.0400085,493.2250061,1052293
2025-06-26 16:30:00+00:00,495.9107971,496.4299927,493.7799988,493.8699951,1510253
2025-06-26 17:30:00+00:00,497.6900024,497.7999878,495.9700012,495.9700012,1596488
2025-06-26 18:30:00+00:00,497.4299927,498.0299988,496.9299927,497.7000122,3294413
2025-06-26 19:30:00+00:00,497.3099976,497.9549866,496.5,497.3900146,4011519
2025-06-27 13:30:00+00:00,497.7200012,498.1700134,496.2099915,498.019989,4449164
2025-06-27 14:30:00+00:00,497.9249878,498.0599976,496.3099976,497.75,1982871
2025-06-27 15:30:00+00:00,497.9700012,499.2900085,497.8399963,497.9155884,2324832
2025-06-27 16:30:00+00:00,497.480011,498.3500061,497.1942139,497.9750061,1703457
2025-06-27 17:30:00+00:00,495.6560059,498.0299988,495.6246948,497.4700012,2160358
2025-06-27 18:30:00+00:00,494.8900146,496.230011,494.4642029,495.6600037,1979342
2025-06-27 19:30:00+00:00,495.8800049,496.6300049,493.0299988,494.9249878,5101328
2025-06-30 13:30:00+00:00,496.0577087,498,495.5899963,497.4100037,3787722
2025-06-30 14:30:00+00:00,497.3875122,497.5,495.3299866,496.0750122,2905614
2025-06-30 15:30:00+00:00,497.8299866,499.3099976,497.25,497.4299927,2236419
2025-06-30 16:30:00+00:00,497.6794128,498.7600098,497.269989,497.8150024,1180009
2025-06-30 17:30:00+00:00,498.0299988,498.3299866,496.9700012,497.6751099,1096881
2025-06-30 18:30:00+00:00,499.0450134,499.3800049,497.6900024,498.0307007,1511686
2025-06-30 19:30:00+00:00,497.1600037,500.7600098,497.1600037,499.0450134,3696249
2025-07-01 13:30:00+00:00,497.1549988,498.0400085,495.6400146,496.4700012,3087427
2025-07-01 14:30:00+00:00,493.8049927,497.1400146,491.8299866,497.1300049,3404883
2025-07-01 15:30:00+00:00,491.8800049,493.9500122,490.980011,493.769989,2106132
2025-07-01 16:30:00+00:00,493.2542114,494.0499878,491.5899963,491.7799988,1574802
2025-07-01 17:30:00+00:00,492.5499878,493.3500061,492.230011,493.269989,1218345
2025-07-01 18:30:00+00:00,492.2900085,492.9400024,491.1900024,492.5400085,1901285
2025-07-01 19:30:00+00:00,492.019989,493.0150146,491.8049927,492.2950134,2122391
2025-07-02 13:30:00+00:00,491.7650146,493.5,488.7000122,489.9899902,3826395
2025-07-02 14:30:00+00:00,491.9400024,492.7600098,491.1199951,491.7999878,2076825
2025-07-02 15:30:00+00:00,492.1759949,492.6799927,491.2399902,491.9599915,1349460
2025-07-02 16:30:00+00:00,490.2349854,492.2099915,490.151001,492.1499939,1100922
2025-07-02 17:30:00+00:00,490.0700073,490.5899963,489.8500061,490.230011,1298902
2025-07-02 18:30:00+00:00,490.2000122,490.6000061,489.7200012,490.0400085,1322610
2025-07-02 19:30:00+00:00,490.9700012,492,490.0150146,490.2449951,2181186
2025-07-03 13:30:00+00:00,498.2762146,499.0398865,493.4400024,493.4949951,4196311
2025-07-03 14:30:00+00:00,498.4299927,499.6799927,497.5679932,498.3099976,2446083
2025-07-03 15:30:00+00:00,498.9284973,500.1199951,498.324707,498.4500122,2341629
